date,open,high,low,close,volume,S1,S2,R1,R2,BC,TC,pivot,PDH,PDL,WS1,WS2,WR1,WR2,Wpivot,MS1,MS2,MR1,MR2,Mpivot
2021-07-23,34748.3,35088.0,34404.8,35007.4,376,34512.5,34319.5,34943.8,35182.1,34773.45,34728.15,34750.8,34989.1,34557.8,35213.17,34674.23,36138.17,36524.23,35599.23,34475.7,34180.6,35320.6,35870.4,35025.5
2021-07-26,34947.8,35138.2,34669.6,34929.7,1,34578.8,34150.2,35262.0,35516.6,34746.4,34920.4,34833.4,35088.0,34404.8,34460.77,33914.13,35450.57,35893.73,34903.93,34475.7,34180.6,35320.6,35870.4,35025.5
2021-07-27,35029.3,35186.1,34713.6,34797.4,0,34686.8,34443.9,35155.4,35381.1,34903.9,34921.1,34912.5,35138.2,34669.6,34460.77,33914.13,35450.57,35893.73,34903.93,34475.7,34180.6,35320.6,35870.4,35025.5
2021-07-28,34839.4,34839.4,34115.2,34552.3,1,34611.97,34426.53,35084.47,35371.53,34949.85,34848.22,34899.03,35186.1,34713.6,34460.77,33914.13,35450.57,35893.73,34903.93,34475.7,34180.6,35320.6,35870.4,35025.5
2021-07-29,34740.3,34778.2,34495.2,34691.5,0,34165.2,33778.1,34889.4,35226.5,34477.3,34527.3,34502.3,34839.4,34115.2,34460.77,33914.13,35450.57,35893.73,34903.93,34475.7,34180.6,35320.6,35870.4,35025.5
2021-07-30,34698.8,34738.8,34445.4,34584.3,1,34531.73,34371.97,34814.73,34937.97,34636.7,34673.23,34654.97,34778.2,34495.2,34460.77,33914.13,35450.57,35893.73,34903.93,34475.7,34180.6,35320.6,35870.4,35025.5
2021-08-02,34760.9,34861.8,34593.7,34725.7,1,34440.2,34296.1,34733.6,34882.9,34592.1,34586.9,34589.5,34738.8,34445.4,34070.97,33557.63,35141.87,35699.43,34628.53,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-03,34660.8,35238.4,34649.2,35198.3,0,34592.33,34458.97,34860.43,34995.17,34727.75,34726.38,34727.07,34861.8,34593.7,34070.97,33557.63,35141.87,35699.43,34628.53,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-04,35388.2,36219.8,35313.0,35981.5,1,34818.87,34439.43,35408.07,35617.83,34943.8,35113.47,35028.63,35238.4,34649.2,34070.97,33557.63,35141.87,35699.43,34628.53,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-05,36093.9,36115.4,35661.3,35795.1,0,35456.4,34931.3,36363.2,36744.9,35766.4,35909.8,35838.1,36219.8,35313.0,34070.97,33557.63,35141.87,35699.43,34628.53,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-06,35875.8,36080.1,35700.4,35809.3,0,35599.13,35403.17,36053.23,36311.37,35888.35,35826.18,35857.27,36115.4,35661.3,34070.97,33557.63,35141.87,35699.43,34628.53,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-09,35824.2,36159.8,35612.3,36011.7,1,35646.43,35483.57,36026.13,36242.97,35890.25,35836.28,35863.27,36080.1,35700.4,34862.07,33914.83,36488.17,37167.03,35540.93,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-10,35954.6,36317.0,35890.5,36007.6,1,35696.07,35380.43,36243.57,36475.43,35886.05,35969.82,35927.93,36159.8,35612.3,34862.07,33914.83,36488.17,37167.03,35540.93,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-11,36218.3,36218.3,35531.3,357 86.6,0,35826.4,35645.2,36252.9,36498.2,36103.75,36039.65,36071.7,36317.0,35890.5,34862.07,33914.83,36488.17,37167.03,35540.93,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-12,35825.4,35998.2,35702.9,35986.1,1,35472.5,35158.4,36159.5,36532.4,35874.8,35816.0,35845.4,36218.3,35531.3,34862.07,33914.83,36488.17,37167.03,35540.93,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-13,36000.8,36233.3,35937.1,36130.8,376,35793.27,35600.43,36088.57,36191.03,35850.55,35940.92,35895.73,35998.2,35702.9,34862.07,33914.83,36488.17,37167.03,35540.93,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-16,36100.7,36261.6,36032.4,36048.1,1,35967.5,35804.2,36263.7,36396.6,36085.2,36115.6,36100.4,36233.3,35937.1,35669.07,35207.33,36454.77,36778.73,35993.03,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-17,35935.1,35993.7,35611.8,35882.1,1,35966.47,35884.83,36195.67,36343.23,36147.0,36081.07,36114.03,36261.6,36032.4,35669.07,35207.33,36454.77,36778.73,35993.03,33804.57,33024.83,35674.67,36765.03,34894.93
2021-08-18,36222.5,36248.9,35432.0,35482.7,0,35664.7,35447.3,36046.6,36211.1,35802.75,35855.65,35829.2,35993.7,35611.8,35669.07,35207.33,36454.77,36778.73,35993.03,33804.57,33024.83,35674.67,36765.03,34894.93
